entry,at,order
"""bick and dalls @ gpP9uUffpu"" bets 10",2026-09-02T08:00:35.220Z,178833603522000
"Flop:  [K♣, 5♠, 8♠]",2026-09-02T08:00:34.143Z,178833603414300
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T08:00:33.307Z,178833603330700
"""bick and dalls @ gpP9uUffpu"" calls 10",2026-09-02T08:00:30.252Z,178833603025200
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T08:00:28.855Z,178833602885500
"""LingWae @ FQN9hzhzP_"" posts a big blind of 10",2026-09-02T08:00:26.741Z,178833602674106
"""bick and dalls @ gpP9uUffpu"" posts a small blind of 5",2026-09-02T08:00:26.741Z,178833602674105
"Your hand is 5♦, J♣",2026-09-02T08:00:26.741Z,178833602674102
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (732) | #2 ""LingWae @ FQN9hzhzP_"" (1635) | #5 ""fish @ oMsP5L3lJa"" (5121)",2026-09-02T08:00:26.741Z,178833602674101
"-- starting hand #260 (id: m0akjeqprpds)  No Limit Texas Hold'em (dealer: ""fish @ oMsP5L3lJa"") --",2026-09-02T08:00:26.741Z,178833602674100
"-- ending hand #259 --",2026-09-02T08:00:23.734Z,178833602373402
"""bick and dalls @ gpP9uUffpu"" collected 30 from pot",2026-09-02T08:00:23.734Z,178833602373401
"Uncalled bet of 702 returned to ""bick and dalls @ gpP9uUffpu""",2026-09-02T08:00:23.734Z,178833602373400
"""fish @ oMsP5L3lJa"" folds",2026-09-02T08:00:22.908Z,178833602290800
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T08:00:20.328Z,178833602032800
"""bick and dalls @ gpP9uUffpu"" bets 702 and go all in",2026-09-02T08:00:17.478Z,178833601747800
"""fish @ oMsP5L3lJa"" checks",2026-09-02T08:00:14.553Z,178833601455300
"River: 10♥, 2♣, 10♦, 10♠ [8♠]",2026-09-02T08:00:13.128Z,178833601312800
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T08:00:12.310Z,178833601231000
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T08:00:11.099Z,178833601109900
"""fish @ oMsP5L3lJa"" checks",2026-09-02T08:00:10.166Z,178833601016600
"Turn: 10♥, 2♣, 10♦ [10♠]",2026-09-02T08:00:02.495Z,178833600249500
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T08:00:01.558Z,178833600155800
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T08:00:00.513Z,178833600051300
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:59:59.508Z,178833599950800
"Flop:  [10♥, 2♣, 10♦]",2026-09-02T07:59:57.370Z,178833599737000
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:59:56.469Z,178833599646900
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:59:55.564Z,178833599556400
"""LingWae @ FQN9hzhzP_"" calls 10",2026-09-02T07:59:53.530Z,178833599353000
"""bick and dalls @ gpP9uUffpu"" posts a big blind of 10",2026-09-02T07:59:46.961Z,178833598696106
"""fish @ oMsP5L3lJa"" posts a small blind of 5",2026-09-02T07:59:46.961Z,178833598696105
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (712) | #2 ""LingWae @ FQN9hzhzP_"" (1645) | #5 ""fish @ oMsP5L3lJa"" (5131)",2026-09-02T07:59:46.961Z,178833598696101
"-- starting hand #259 (id: fam2afpnhisq)  No Limit Texas Hold'em (dealer: ""LingWae @ FQN9hzhzP_"") --",2026-09-02T07:59:46.961Z,178833598696100
"""LingWae @ FQN9hzhzP_"" shows a J♠, 5♦.",2026-09-02T07:59:42.186Z,178833598218600
"Undealt cards:  [A♥, K♦, Q♦, 9♥, 10♣]",2026-09-02T07:59:40.371Z,178833598037100
"""fish @ oMsP5L3lJa"" shows a K♥, K♣.",2026-09-02T07:59:40.228Z,178833598022800
"-- ending hand #258 --",2026-09-02T07:59:39.558Z,178833597955802
"""fish @ oMsP5L3lJa"" collected 90 from pot",2026-09-02T07:59:39.558Z,178833597955801
"Uncalled bet of 90 returned to ""fish @ oMsP5L3lJa""",2026-09-02T07:59:39.558Z,178833597955800
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:59:38.694Z,178833597869400
"""bick and dalls @ gpP9uUffpu"" folds",2026-09-02T07:59:36.397Z,178833597639700
"""fish @ oMsP5L3lJa"" raises to 120",2026-09-02T07:59:34.543Z,178833597454300
"""LingWae @ FQN9hzhzP_"" calls 30",2026-09-02T07:59:32.687Z,178833597268700
"""bick and dalls @ gpP9uUffpu"" raises to 30",2026-09-02T07:59:29.940Z,178833596994000
"""fish @ oMsP5L3lJa"" posts a big blind of 10",2026-09-02T07:59:28.354Z,178833596835406
"""LingWae @ FQN9hzhzP_"" posts a small blind of 5",2026-09-02T07:59:28.354Z,178833596835405
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (742) | #2 ""LingWae @ FQN9hzhzP_"" (1675) | #5 ""fish @ oMsP5L3lJa"" (5071)",2026-09-02T07:59:28.354Z,178833596835401
"-- starting hand #258 (id: ret0vtshdkwu)  No Limit Texas Hold'em (dealer: ""bick and dalls @ gpP9uUffpu"") --",2026-09-02T07:59:28.354Z,178833596835400
"-- ending hand #257 --",2026-09-02T07:59:25.353Z,178833596535302
"""bick and dalls @ gpP9uUffpu"" collected 250 from pot",2026-09-02T07:59:25.353Z,178833596535301
"Uncalled bet of 250 returned to ""bick and dalls @ gpP9uUffpu""",2026-09-02T07:59:25.353Z,178833596535300
"""fish @ oMsP5L3lJa"" folds",2026-09-02T07:59:24.393Z,178833596439300
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:59:19.869Z,178833595986900
"""bick and dalls @ gpP9uUffpu"" raises to 300",2026-09-02T07:59:07.389Z,178833594738900
"""fish @ oMsP5L3lJa"" bets 50",2026-09-02T07:59:02.735Z,178833594273500
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:59:00.407Z,178833594040700
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:58:58.387Z,178833593838700
"River: A♦, 3♦, 10♠, Q♠ [A♣]",2026-09-02T07:58:57.506Z,178833593750600
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:58:56.599Z,178833593659900
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:58:55.588Z,178833593558800
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:58:53.990Z,178833593399000
"Turn: A♦, 3♦, 10♠ [Q♠]",2026-09-02T07:58:53.121Z,178833593312100
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:58:52.303Z,178833593230300
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:58:49.997Z,178833592999700
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:58:48.930Z,178833592893000
"Flop:  [A♦, 3♦, 10♠]",2026-09-02T07:58:42.319Z,178833592231900
"""fish @ oMsP5L3lJa"" calls 50",2026-09-02T07:58:41.508Z,178833592150800
"""LingWae @ FQN9hzhzP_"" calls 50",2026-09-02T07:58:40.174Z,178833592017400
"""bick and dalls @ gpP9uUffpu"" raises to 50",2026-09-02T07:58:38.651Z,178833591865100
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:58:34.143Z,178833591414300
"""LingWae @ FQN9hzhzP_"" posts a big blind of 10",2026-09-02T07:58:32.686Z,178833591268606
"""bick and dalls @ gpP9uUffpu"" posts a small blind of 5",2026-09-02T07:58:32.686Z,178833591268605
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (592) | #2 ""LingWae @ FQN9hzhzP_"" (1725) | #5 ""fish @ oMsP5L3lJa"" (5171)",2026-09-02T07:58:32.686Z,178833591268601
"-- starting hand #257 (id: vbfbhj9luav7)  No Limit Texas Hold'em (dealer: ""fish @ oMsP5L3lJa"") --",2026-09-02T07:58:32.686Z,178833591268600
"""LingWae @ FQN9hzhzP_"" shows a 9♦.",2026-09-02T07:58:29.319Z,178833590931900
"""fish @ oMsP5L3lJa"" shows a Q♥.",2026-09-02T07:58:29.117Z,178833590911700
"-- ending hand #256 --",2026-09-02T07:58:28.282Z,178833590828202
"""fish @ oMsP5L3lJa"" collected 90 from pot",2026-09-02T07:58:28.282Z,178833590828201
"Uncalled bet of 90 returned to ""fish @ oMsP5L3lJa""",2026-09-02T07:58:28.282Z,178833590828200
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:58:27.445Z,178833590744500
"""fish @ oMsP5L3lJa"" bets 90",2026-09-02T07:58:26.139Z,178833590613900
"River: J♦, 10♥, 2♥, J♥ [9♥]",2026-09-02T07:58:24.079Z,178833590407900
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:58:23.186Z,178833590318600
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:58:22.273Z,178833590227300
"Turn: J♦, 10♥, 2♥ [J♥]",2026-09-02T07:58:21.270Z,178833590127000
"""LingWae @ FQN9hzhzP_"" calls 30",2026-09-02T07:58:20.363Z,178833590036300
"""bick and dalls @ gpP9uUffpu"" folds",2026-09-02T07:58:19.377Z,178833589937700
"""fish @ oMsP5L3lJa"" bets 30",2026-09-02T07:58:16.857Z,178833589685700
"Flop:  [J♦, 10♥, 2♥]",2026-09-02T07:58:13.874Z,178833589387400
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:58:13.050Z,178833589305000
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:58:12.037Z,178833589203700
"""LingWae @ FQN9hzhzP_"" calls 10",2026-09-02T07:58:10.580Z,178833589058000
"""bick and dalls @ gpP9uUffpu"" posts a big blind of 10",2026-09-02T07:58:09.245Z,178833588924506
"""fish @ oMsP5L3lJa"" posts a small blind of 5",2026-09-02T07:58:09.245Z,178833588924505
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (602) | #2 ""LingWae @ FQN9hzhzP_"" (1765) | #5 ""fish @ oMsP5L3lJa"" (5121)",2026-09-02T07:58:09.245Z,178833588924501
"-- starting hand #256 (id: vrlgqviwso06)  No Limit Texas Hold'em (dealer: ""LingWae @ FQN9hzhzP_"") --",2026-09-02T07:58:09.245Z,178833588924500
"""fish @ oMsP5L3lJa"" shows a J♠.",2026-09-02T07:58:06.944Z,178833588694400
"""LingWae @ FQN9hzhzP_"" shows a K♦.",2026-09-02T07:58:05.912Z,178833588591200
"-- ending hand #255 --",2026-09-02T07:58:04.847Z,178833588484702
"""fish @ oMsP5L3lJa"" collected 120 from pot",2026-09-02T07:58:04.847Z,178833588484701
"Uncalled bet of 60 returned to ""fish @ oMsP5L3lJa""",2026-09-02T07:58:04.847Z,178833588484700
"""bick and dalls @ gpP9uUffpu"" folds",2026-09-02T07:58:03.959Z,178833588395900
"""fish @ oMsP5L3lJa"" bets 60",2026-09-02T07:58:00.579Z,178833588057900
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:57:58.765Z,178833587876500
"River: 2♦, 9♠, 3♣, 2♥ [Q♦]",2026-09-02T07:57:54.597Z,178833587459700
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:57:53.776Z,178833587377600
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:57:52.863Z,178833587286300
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:57:51.874Z,178833587187400
"Turn: 2♦, 9♠, 3♣ [2♥]",2026-09-02T07:57:48.742Z,178833586874200
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:57:47.896Z,178833586789600
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:57:46.950Z,178833586695000
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:57:45.484Z,178833586548400
"Flop:  [2♦, 9♠, 3♣]",2026-09-02T07:57:42.195Z,178833586219500
"""fish @ oMsP5L3lJa"" calls 40",2026-09-02T07:57:41.366Z,178833586136600
"""LingWae @ FQN9hzhzP_"" calls 40",2026-09-02T07:57:39.145Z,178833585914500
"""bick and dalls @ gpP9uUffpu"" raises to 40",2026-09-02T07:57:37.838Z,178833585783800
"""fish @ oMsP5L3lJa"" posts a big blind of 10",2026-09-02T07:57:34.994Z,178833585499406
"""LingWae @ FQN9hzhzP_"" posts a small blind of 5",2026-09-02T07:57:34.994Z,178833585499405
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (642) | #2 ""LingWae @ FQN9hzhzP_"" (1805) | #5 ""fish @ oMsP5L3lJa"" (5041)",2026-09-02T07:57:34.994Z,178833585499401
"-- starting hand #255 (id: cbtv9om4jlwd)  No Limit Texas Hold'em (dealer: ""bick and dalls @ gpP9uUffpu"") --",2026-09-02T07:57:34.994Z,178833585499400
"-- ending hand #254 --",2026-09-02T07:57:28.987Z,178833584898702
"""bick and dalls @ gpP9uUffpu"" collected 130 from pot with Two Pair, 6's & 5's (combination: K♠, 5♣, 5♦, 6♠, 6♣)",2026-09-02T07:57:28.987Z,178833584898701
"""bick and dalls @ gpP9uUffpu"" shows a 5♣, 9♠.",2026-09-02T07:57:28.987Z,178833584898700
"""fish @ oMsP5L3lJa"" calls 20",2026-09-02T07:57:28.178Z,178833584817800
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:57:27.181Z,178833584718100
"""bick and dalls @ gpP9uUffpu"" bets 20",2026-09-02T07:57:25.681Z,178833584568100
"River: 2♣, K♠, 5♦, 6♠ [6♣]",2026-09-02T07:57:22.180Z,178833584218000
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:57:21.339Z,178833584133900
"""LingWae @ FQN9hzhzP_"" calls 10",2026-09-02T07:57:20.405Z,178833584040500
"""bick and dalls @ gpP9uUffpu"" bets 10",2026-09-02T07:57:18.337Z,178833583833700
"Turn: 2♣, K♠, 5♦ [6♠]",2026-09-02T07:57:16.651Z,178833583665100
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:57:15.834Z,178833583583400
"""LingWae @ FQN9hzhzP_"" calls 10",2026-09-02T07:57:13.299Z,178833583329900
"""bick and dalls @ gpP9uUffpu"" bets 10",2026-09-02T07:57:11.303Z,178833583130300
"Flop:  [2♣, K♠, 5♦]",2026-09-02T07:57:09.776Z,178833582977600
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:57:08.966Z,178833582896600
"""bick and dalls @ gpP9uUffpu"" calls 10",2026-09-02T07:57:05.888Z,178833582588800
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:57:04.335Z,178833582433500
"""LingWae @ FQN9hzhzP_"" posts a big blind of 10",2026-09-02T07:57:02.705Z,178833582270506
"""bick and dalls @ gpP9uUffpu"" posts a small blind of 5",2026-09-02T07:57:02.705Z,178833582270505
"Your hand is 5♣, 9♠",2026-09-02T07:57:02.705Z,178833582270502
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (562) | #2 ""LingWae @ FQN9hzhzP_"" (1835) | #5 ""fish @ oMsP5L3lJa"" (5091)",2026-09-02T07:57:02.705Z,178833582270501
"-- starting hand #254 (id: n1orumg8oaxs)  No Limit Texas Hold'em (dealer: ""fish @ oMsP5L3lJa"") --",2026-09-02T07:57:02.705Z,178833582270500
"-- ending hand #253 --",2026-09-02T07:56:56.671Z,178833581667103
"""fish @ oMsP5L3lJa"" collected 761 from pot with Two Pair, K's & Q's (combination: 10♣, Q♠, Q♣, K♣, K♥)",2026-09-02T07:56:56.671Z,178833581667102
"""fish @ oMsP5L3lJa"" shows a 2♣, K♣.",2026-09-02T07:56:56.671Z,178833581667101
"""bick and dalls @ gpP9uUffpu"" shows a 9♣, 6♦.",2026-09-02T07:56:56.671Z,178833581667100
"""fish @ oMsP5L3lJa"" calls 212",2026-09-02T07:56:55.781Z,178833581578100
"""bick and dalls @ gpP9uUffpu"" bets 212",2026-09-02T07:56:49.672Z,178833580967200
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:56:47.277Z,178833580727700
"River: 10♣, Q♠, K♥, Q♣ [4♦]",2026-09-02T07:56:46.061Z,178833580606100
"""fish @ oMsP5L3lJa"" calls 131",2026-09-02T07:56:45.219Z,178833580521900
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:56:43.700Z,178833580370000
"""bick and dalls @ gpP9uUffpu"" raises to 131",2026-09-02T07:56:42.292Z,178833580229200
"""fish @ oMsP5L3lJa"" bets 30",2026-09-02T07:56:40.263Z,178833580026300
"Turn: 10♣, Q♠, K♥ [Q♣]",2026-09-02T07:56:36.057Z,178833579605700
"""LingWae @ FQN9hzhzP_"" calls 15",2026-09-02T07:56:35.231Z,178833579523100
"""bick and dalls @ gpP9uUffpu"" calls 15",2026-09-02T07:56:34.323Z,178833579432300
"""fish @ oMsP5L3lJa"" bets 15",2026-09-02T07:56:32.931Z,178833579293100
"Flop:  [10♣, Q♠, K♥]",2026-09-02T07:56:29.250Z,178833578925000
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:56:28.355Z,178833578835500
"""fish @ oMsP5L3lJa"" calls 10",2026-09-02T07:56:27.381Z,178833578738100
"""LingWae @ FQN9hzhzP_"" calls 10",2026-09-02T07:56:26.098Z,178833578609800
"""bick and dalls @ gpP9uUffpu"" posts a big blind of 10",2026-09-02T07:56:24.693Z,178833578469306
"""fish @ oMsP5L3lJa"" posts a small blind of 5",2026-09-02T07:56:24.693Z,178833578469305
"Your hand is 9♣, 6♦",2026-09-02T07:56:24.693Z,178833578469302
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (930) | #2 ""LingWae @ FQN9hzhzP_"" (1860) | #5 ""fish @ oMsP5L3lJa"" (4698)",2026-09-02T07:56:24.693Z,178833578469301
"-- starting hand #253 (id: 1glo1ektma7i)  No Limit Texas Hold'em (dealer: ""LingWae @ FQN9hzhzP_"") --",2026-09-02T07:56:24.693Z,178833578469300
"""LingWae @ FQN9hzhzP_"" shows a 5♣.",2026-09-02T07:56:21.418Z,178833578141800
"-- ending hand #252 --",2026-09-02T07:56:21.047Z,178833578104702
"""fish @ oMsP5L3lJa"" collected 60 from pot",2026-09-02T07:56:21.047Z,178833578104701
"Uncalled bet of 60 returned to ""fish @ oMsP5L3lJa""",2026-09-02T07:56:21.047Z,178833578104700
"""LingWae @ FQN9hzhzP_"" folds",2026-09-02T07:56:20.186Z,178833578018600
"""fish @ oMsP5L3lJa"" bets 60",2026-09-02T07:56:19.277Z,178833577927700
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:56:17.695Z,178833577769500
"River: 8♠, 2♣, 7♠, J♠ [6♦]",2026-09-02T07:56:16.244Z,178833577624400
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:56:15.330Z,178833577533000
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:56:14.360Z,178833577436000
"Turn: 8♠, 2♣, 7♠ [J♠]",2026-09-02T07:56:10.844Z,178833577084400
"""LingWae @ FQN9hzhzP_"" calls 20",2026-09-02T07:56:10.014Z,178833577001400
"""fish @ oMsP5L3lJa"" bets 20",2026-09-02T07:56:05.979Z,178833576597900
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:56:04.431Z,178833576443100
"Flop:  [8♠, 2♣, 7♠]",2026-09-02T07:56:01.235Z,178833576123500
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:56:00.364Z,178833576036400
"""LingWae @ FQN9hzhzP_"" calls 10",2026-09-02T07:55:59.112Z,178833575911200
"""bick and dalls @ gpP9uUffpu"" folds",2026-09-02T07:55:54.943Z,178833575494300
"""fish @ oMsP5L3lJa"" posts a big blind of 10",2026-09-02T07:55:53.743Z,178833575374306
"""LingWae @ FQN9hzhzP_"" posts a small blind of 5",2026-09-02T07:55:53.743Z,178833575374305
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (930) | #2 ""LingWae @ FQN9hzhzP_"" (1890) | #5 ""fish @ oMsP5L3lJa"" (4668)",2026-09-02T07:55:53.743Z,178833575374301
"-- starting hand #252 (id: uix4siwba6bq)  No Limit Texas Hold'em (dealer: ""bick and dalls @ gpP9uUffpu"") --",2026-09-02T07:55:53.743Z,178833575374300
"""LingWae @ FQN9hzhzP_"" shows a 10♦.",2026-09-02T07:55:51.112Z,178833575111200
"-- ending hand #251 --",2026-09-02T07:55:50.064Z,178833575006402
"""LingWae @ FQN9hzhzP_"" collected 225 from pot",2026-09-02T07:55:50.064Z,178833575006401
"Uncalled bet of 168 returned to ""LingWae @ FQN9hzhzP_""",2026-09-02T07:55:50.064Z,178833575006400
"""bick and dalls @ gpP9uUffpu"" folds",2026-09-02T07:55:49.214Z,178833574921400
"""fish @ oMsP5L3lJa"" folds",2026-09-02T07:55:48.165Z,178833574816500
"""LingWae @ FQN9hzhzP_"" raises to 243",2026-09-02T07:55:47.058Z,178833574705800
"""bick and dalls @ gpP9uUffpu"" bets 75",2026-09-02T07:55:44.094Z,178833574409400
"River: 10♠, 10♣, 2♣, 5♦ [7♣]",2026-09-02T07:55:41.211Z,178833574121100
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:55:40.382Z,178833574038200
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:55:39.132Z,178833573913200
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:55:37.664Z,178833573766400
"Turn: 10♠, 10♣, 2♣ [5♦]",2026-09-02T07:55:36.422Z,178833573642200
"""fish @ oMsP5L3lJa"" checks",2026-09-02T07:55:35.595Z,178833573559500
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:55:33.835Z,178833573383500
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:55:29.920Z,178833572992000
"Flop:  [10♠, 10♣, 2♣]",2026-09-02T07:55:27.640Z,178833572764000
"""LingWae @ FQN9hzhzP_"" calls 25",2026-09-02T07:55:26.829Z,178833572682900
"""bick and dalls @ gpP9uUffpu"" calls 25",2026-09-02T07:55:21.468Z,178833572146800
"""fish @ oMsP5L3lJa"" raises to 25",2026-09-02T07:55:19.685Z,178833571968500
"""LingWae @ FQN9hzhzP_"" posts a big blind of 10",2026-09-02T07:55:15.723Z,178833571572306
"""bick and dalls @ gpP9uUffpu"" posts a small blind of 5",2026-09-02T07:55:15.723Z,178833571572305
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (1030) | #2 ""LingWae @ FQN9hzhzP_"" (1765) | #5 ""fish @ oMsP5L3lJa"" (4693)",2026-09-02T07:55:15.723Z,178833571572301
"-- starting hand #251 (id: fuolathweubl)  No Limit Texas Hold'em (dealer: ""fish @ oMsP5L3lJa"") --",2026-09-02T07:55:15.723Z,178833571572300
"""fish @ oMsP5L3lJa"" shows a 6♦.",2026-09-02T07:55:12.449Z,178833571244900
"-- ending hand #250 --",2026-09-02T07:55:09.187Z,178833570918703
"""LingWae @ FQN9hzhzP_"" collected 187 from pot with Pair, 5's (combination: 10♥, J♥, A♠, 5♥, 5♣)",2026-09-02T07:55:09.187Z,178833570918702
"""LingWae @ FQN9hzhzP_"" shows a A♠, 10♥.",2026-09-02T07:55:09.187Z,178833570918701
"""bick and dalls @ gpP9uUffpu"" shows a 4♠, 9♠.",2026-09-02T07:55:09.187Z,178833570918700
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:55:08.325Z,178833570832500
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:55:03.298Z,178833570329800
"River: 5♥, 5♣, J♥, 6♥ [3♠]",2026-09-02T07:54:59.856Z,178833569985600
"""LingWae @ FQN9hzhzP_"" calls 56",2026-09-02T07:54:58.989Z,178833569898900
"""bick and dalls @ gpP9uUffpu"" bets 56",2026-09-02T07:54:58.061Z,178833569806100
"Turn: 5♥, 5♣, J♥ [6♥]",2026-09-02T07:54:53.653Z,178833569365300
"""LingWae @ FQN9hzhzP_"" checks",2026-09-02T07:54:52.751Z,178833569275100
"""bick and dalls @ gpP9uUffpu"" checks",2026-09-02T07:54:51.756Z,178833569175600
"Flop:  [5♥, 5♣, J♥]",2026-09-02T07:54:50.286Z,178833569028600
"""bick and dalls @ gpP9uUffpu"" calls 35",2026-09-02T07:54:49.457Z,178833568945700
"""fish @ oMsP5L3lJa"" folds",2026-09-02T07:54:48.073Z,178833568807300
"""LingWae @ FQN9hzhzP_"" raises to 35",2026-09-02T07:54:46.583Z,178833568658300
"""bick and dalls @ gpP9uUffpu"" posts a big blind of 10",2026-09-02T07:54:38.649Z,178833567864906
"""fish @ oMsP5L3lJa"" posts a small blind of 5",2026-09-02T07:54:38.649Z,178833567864905
"Your hand is 4♠, 9♠",2026-09-02T07:54:38.649Z,178833567864902
"Player stacks: #1 ""bick and dalls @ gpP9uUffpu"" (1121) | #2 ""LingWae @ FQN9hzhzP_"" (1669) | #5 ""fish @ oMsP5L3lJa"" (4698)",2026-09-02T07:54:38.649Z,178833567864901
